report_date,oi,noncomm_long,noncomm_short,noncomm_spread,comm_long,comm_short,noncomm_net,am_long,am_short,am_net,lev_long,lev_short,lev_net,fetched_utc
2026-08-04,419393,147228,192701,15265,222390,171822,-45473,72815,115237,-42422,75758,136583,-60825,2026-08-08T03:34:06+00:00
